,State Name,County,Congressional District,Zip Code,Energy Source,Agency,Year,Program Name,Total Number of Investments,Total Amount of Assistance,Description,State
968,California,Humboldt,CA-02,95565,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,81000.0,,CA
969,California,Mendocino,CA-02,95482,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,129200.0,,CA
970,California,Mendocino,CA-02,95482,Biomass,RBS,2009,Advanced Biofuel Payment Program,1,8308.57,Biofuels,CA
971,California,Mendocino,CA-02,95482,Biomass,RBS,2010,Advanced Biofuel Payment Program,1,5859.88,Biofuels,CA
972,California,Mendocino,CA-02,95482,Biomass,RBS,2011,Advanced Biofuel Payment Program,1,134689.46,Biofuels,CA
973,California,Sonoma,CA-02,95425,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,267948.0,,CA
974,California,Trinity,CA-02,95526,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,70682.0,,CA
975,California,Trinity,CA-02,96041,Biomass,FS,2013,SWET Cooperative Agreement,1,250000.0,California Statewide Wood Energy Implementation Team,CA
976,California,Trinity,CA-02,96041,Biomass,FS,2013,Wood Innovations Grants,1,250000.0,,CA
977,California,Trinity,CA-02,96041,Biomass,FS,2014,Wood Innovations Grants,1,96000.0,,CA
978,California,Trinity,CA-02,96041,Biomass,FS,2014,Woody Biomass Utilization Grant,1,96000.0,System Impact Study for North Fork and Wilseyville CHP Projects,CA
979,California,Trinity,CA-02,96041,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,4899.0,,CA
980,California,Trinity,CA-02,96041,Biomass,RBS,2013,Rural Business Opportunity,1,62500.0,R&d Forest Feedstocks,CA
981,California,Trinity,CA-02,96093,Biomass,FS,2011,Woody Biomass Utilization Grant,1,250000.0,"Trinity River Lumber Biomass Project Design: Boiler and Dry Kilns, Power Plant",CA
982,California,Trinity,CA-02,96093,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,275233.0,,CA
983,California,Humboldt,CA-02,95501,Solar,RUS,2020,Electric Program,1,6600000.0,,CA
984,California,Humboldt,CA-02,95521,Solar,RBS,2010,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,CA
985,California,Humboldt,CA-02,95521,Solar,RBS,2013,Rural Energy for America Program (REAP),1,8991.0,Solar Small,CA
986,California,Humboldt,CA-02,95521,Solar,RBS,2017,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,CA
987,California,Humboldt,CA-02,95542,Solar,RBS,2011,Energy Efficiency Improvement Grant (REAP),1,5028.0,Solar Electric,CA
988,California,Mendocino,CA-02,95415,Solar,RBS,2009,Rural Energy for America Program (REAP),1,49975.0,Solar Electric,CA
989,California,Mendocino,CA-02,95415,Solar,RBS,2010,Rural Energy for America Program (REAP),1,47625.0,Solar Electric,CA
990,California,Mendocino,CA-02,95427,Solar,RBS,2020,Energy Efficiency Improvement Grant (REAP),1,16619.0,Solar Electric,CA
991,California,Mendocino,CA-02,95466,Solar,RBS,2013,Rural Energy for America Program (REAP),1,36478.0,Solar Large,CA
992,California,Mendocino,CA-02,95470,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,12766.0,Solar Electric,CA
993,California,Mendocino,CA-02,95482,Solar,RBS,2015,Rural Energy for America Program (REAP),1,26296.0,Solar Small,CA
994,California,Mendocino,CA-02,95490,Solar,RBS,2019,Rural Energy for America Program (REAP),1,1900000.0,Solar Electric,CA
995,California,Sonoma,CA-02,93610,Solar,RBS,2018,Rural Energy for America Program (REAP),1,1259500.0,Solar Electric,CA
996,California,Sonoma,CA-02,95441,Solar,RBS,2006,Renewable Energy Systems (REAP),1,18347.0,Solar Electric,CA
997,California,Sonoma,CA-02,95448,Solar,RBS,2011,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,CA
998,California,Sonoma,CA-02,95448,Solar,RBS,2013,Rural Energy for America Program (REAP),1,11645.0,Solar Large,CA
999,California,Sonoma,CA-02,95448,Solar,RBS,2015,Rural Energy for America Program (REAP),1,403745.0,Solar Large,CA
1000,California,Trinity,CA-02,96041,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,15250.0,Solar Electric,CA
1001,California,Sonoma,CA-02,95425,Wind,RBS,2009,Rural Energy for America Program (REAP),1,21064.0,Wind Small,CA
1002,California,Colusa,CA-03,95912,Biomass,FSA,2009,BCAP Matching Payments (NOFA),2,56118.0,,CA
1003,California,Colusa,CA-03,95932,Biomass,FSA,2009,BCAP Matching Payments (NOFA),1,202855.0,,CA
1004,California,Colusa,CA-03,95932,Biomass,FSA,2010,BCAP Matching Payments (NOFA),2,124182.0,,CA
1005,California,Colusa,CA-03,95987,Biomass,FSA,2009,BCAP Matching Payments (NOFA),1,49732.0,,CA
1006,California,Glenn,CA-03,95963,Biomass,FSA,2009,BCAP Matching Payments (NOFA),1,2605.0,,CA
1007,California,Glenn,CA-03,95963,Biomass,FSA,2010,BCAP Matching Payments (NOFA),3,44221.0,,CA
1008,California,Sutter,CA-03,95993,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,11947.0,,CA
1009,California,Yolo,CA-03,95616,Biomass,NIFA,2011,AFRI Grant,2,5850000.0,Sustainable Bioenergy:  National Loblolly Pine Genome Sequencing,CA
1010,California,Yolo,CA-03,95616,Biomass,NIFA,2011,AFRI Grant,2,399657.0,Sustainable Bioenergy:  Sustainable Bioenergy Research,CA
1011,California,Yolo,CA-03,95616,Biomass,NIFA,2012,AFRI Grant,2,1599054.0,Sustainable Bioenergy:  Sustainable Bioenergy Research,CA
1012,California,Yolo,CA-03,95616,Biomass,NIFA,2013,AFRI Grant,1,2925000.0,Sustainable Bioenergy:  National Loblolly Pine Genome Sequencing,CA
1013,California,Yolo,CA-03,95616,Biomass,NIFA,2014,AFRI Grant,1,2925000.0,Sustainable Bioenergy:  National Loblolly Pine Genome Sequencing,CA
1014,California,Yolo,CA-03,95616,Biomass,NIFA,2015,AFRI Grant,1,2925000.0,Sustainable Bioenergy:  National Loblolly Pine Genome Sequencing,CA
1015,California,Yolo,CA-03,95616,Biomass,NIFA,2018,AFRI Grant,1,1000000.0,Sustainable Bioenergy:  Plant Feedstock Genomics for Bioenergy,CA
1016,California,Yolo,CA-03,95618,Biomass,NIFA,2018,AFRI Grant,1,500000.0,,CA
1017,California,Yolo,CA-03,95694,Biomass,FSA,2009,BCAP Matching Payments (NOFA),2,119961.0,,CA
1018,California,Yolo,CA-03,95694,Biomass,FSA,2010,BCAP Matching Payments (NOFA),3,153164.0,,CA
1019,California,Yuba,CA-03,95901,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,46333.0,,CA
1020,California,Yuba,CA-03,95981,Biomass,FSA,2010,BCAP Matching Payments (NOFA),2,25181.0,,CA
1021,California,Colusa,CA-03,95912,Solar,RBS,2021,Rural Energy for America Program (REAP),1,31587.0,Solar Electric,CA
1022,California,Colusa,CA-03,95932,Solar,RBS,2012,Energy Efficiency Improvement Grant (REAP),1,16744.0,Solar Electric,CA
1023,California,Colusa,CA-03,95955,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,9216.0,Solar Electric,CA
1024,California,Colusa,CA-03,95987,Solar,RBS,2015,Energy Efficiency Improvement Grant (REAP),1,7350.0,Solar Electric,CA
1025,California,Colusa,CA-03,95987,Solar,RBS,2015,Rural Energy for America Program (REAP),1,84588.0,Solar Large,CA
1026,California,Glenn,CA-03,95951,Solar,RBS,2020,Rural Energy for America Program (REAP),1,20000.0,Solar Electric,CA
1027,California,Glenn,CA-03,95963,Solar,RBS,2018,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,CA
1028,California,Glenn,CA-03,95988,Solar,RBS,2011,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,CA
1029,California,Glenn,CA-03,95988,Solar,RBS,2016,Energy Efficiency Improvement Grant (REAP),1,3355.0,Solar Electric,CA
1030,California,Solano,CA-03,95620,Solar,RBS,2010,Energy Efficiency Improvement Grant (REAP),1,9474.0,Solar Electric,CA
1031,California,Solano,CA-03,95620,Solar,RBS,2015,Energy Efficiency Improvement Grant (REAP),1,19910.0,Solar Electric,CA
1032,California,Solano,CA-03,95688,Solar,RBS,2015,Energy Efficiency Improvement Grant (REAP),1,6040.0,Solar Electric,CA
1033,California,Solano,CA-03,95694,Solar,RBS,2016,Energy Efficiency Improvement Grant (REAP),1,10200.0,Solar Electric,CA
1034,California,Solano,CA-03,95694,Solar,RBS,2018,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,CA
1035,California,Sutter,CA-03,95659,Solar,RBS,2010,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,CA
1036,California,Sutter,CA-03,95659,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,17250.0,Solar Electric,CA
1037,California,Sutter,CA-03,95659,Solar,RBS,2020,Rural Energy for America Program (REAP),1,115426.0,Solar Electric,CA
1038,California,Sutter,CA-03,95668,Solar,RBS,2011,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,CA
1039,California,Sutter,CA-03,95668,Solar,RBS,2015,Rural Energy for America Program (REAP),1,121094.0,Solar Large,CA
1040,California,Sutter,CA-03,95953,Solar,RBS,2011,Energy Efficiency Improvement Grant (REAP),1,7669.0,Solar Electric,CA
1041,California,Sutter,CA-03,95957,Solar,RBS,2018,Energy Efficiency Improvement Grant (REAP),1,14989.0,Solar Electric,CA
1042,California,Sutter,CA-03,95991,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,CA
1043,California,Yolo,CA-03,95616,Solar,RBS,2011,Energy Efficiency Improvement Grant (REAP),1,12400.0,Solar Electric,CA
1044,California,Yolo,CA-03,95616,Solar,RBS,2015,Energy Efficiency Improvement Grant (REAP),1,9777.0,Solar Electric,CA
1045,California,Yolo,CA-03,95627,Solar,RBS,2011,Energy Efficiency Improvement Grant (REAP),1,9598.0,Solar Electric,CA
1046,California,Yolo,CA-03,95627,Solar,RBS,2015,Energy Efficiency Improvement Grant (REAP),1,19921.0,Solar Electric,CA
1047,California,Yolo,CA-03,95627,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,19962.0,Solar Electric,CA
1048,California,Yolo,CA-03,95637,Solar,RBS,2010,Energy Efficiency Improvement Grant (REAP),1,16688.0,Solar Electric,CA
1049,California,Yolo,CA-03,95637,Solar,RBS,2010,Renewable Energy Systems (REAP),1,35553.75,Solar Electric,CA
1050,California,Yolo,CA-03,95637,Solar,RBS,2013,Rural Energy for America Program (REAP),1,19979.0,Solar Large,CA
1051,California,Yolo,CA-03,95637,Solar,RBS,2018,Energy Efficiency Improvement Grant (REAP),1,14873.0,Solar Electric,CA
1052,California,Yolo,CA-03,95637,Solar,RBS,2021,Energy Efficiency Improvement Grant (REAP),1,14426.0,Solar Electric,CA
1053,California,Yolo,CA-03,95695,Solar,RBS,2009,Rural Energy for America Program (REAP),1,19954.0,Solar Electric,CA
1054,California,Yuba,CA-03,95692,Solar,RBS,2015,Rural Energy for America Program (REAP),1,66494.0,Solar Thermal,CA
1055,California,Yuba,CA-03,95901,Solar,RBS,2016,Energy Efficiency Improvement Grant (REAP),1,7029.0,Solar Electric,CA
1056,California,Alpine,CA-04,96120,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,2250.0,,CA
1057,California,Calaveras,CA-04,95252,Biomass,FSA,2010,BCAP Matching Payments (NOFA),2,11391.0,,CA
1058,California,Calaveras,CA-04,95255,Biomass,FS,2013,Woody Biomass Utilization Grant,1,184404.0,Wilseyville Combined Heat and Power Project,CA
1059,California,El Dorado,CA-04,95667,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,2250.0,,CA
1060,California,El Dorado,CA-04,95762,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,55052.0,,CA
1061,California,Fresno,CA-04,93602,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,3160.0,,CA
1062,California,Madera,CA-04,93643,Biomass,FS,2012,Woody Biomass Utilization Grant,1,134225.0,,CA
1063,California,Madera,CA-04,93643,Biomass,RBS,2017,Rural Energy for America Program (REAP),1,251571.0,Thermal Conversion,CA
1064,California,Mariposa,CA-04,95338,Biomass,FS,2016,Wood Innovations Grants,1,153572.0,,CA
1065,California,Mariposa,CA-04,95338,Biomass,FS,2019,Wood Innovations Grants,1,248858.0,,CA
1066,California,Placer,CA-04,95648,Biomass,FS,2018,Wood Innovations Grants,1,250000.0,,CA
1067,California,Placer,CA-04,95648,Biomass,FS,2021,Wood Innovations Grants,1,167000.0,,CA
1068,California,Placer,CA-04,95765,Biomass,RBS,2014,Advanced Biofuel Payment Program,1,303.81,Biofuels,CA
1069,California,Placer,CA-04,96143,Biomass,FS,2011,Woody Biomass Utilization Grant,1,50000.0,Lake Tahoe Basin Biomass Energy Facility Technology Integration and Detailed Design,CA
1070,California,Placer,CA-04,96146,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,176296.0,,CA
1071,California,Placer,CA-04,96162,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,9154.0,,CA
1072,California,Tuolumne,CA-04,95321,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,14232.0,,CA
1073,California,Tuolumne,CA-04,95327,Biomass,FS,2010,Woody Biomass Utilization Grant,1,329000.0,Additional Forest Thinning Capacity,CA
1074,California,Tuolumne,CA-04,95370,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,2459.0,,CA
1075,California,Tuolumne,CA-04,95373,Biomass,FSA,2015,BCAP Matching Payments,2,86607.0,Byproduct of hazardous fuels reduction (fire),CA
1076,California,Tuolumne,CA-04,95373,Biomass,FSA,2016,BCAP Matching Payments,5,125233.0,Byproduct of hazardous fuels reduction (fire),CA
1077,California,Tuolumne,CA-04,95373,Biomass,FSA,2017,BCAP Matching Payments,1,12056.0,Byproduct of hazardous fuels reduction (fire),CA
1078,California,Tuolumne,CA-04,95383,Biomass,FS,2019,Wood Innovations Grants,1,250000.0,,CA
1079,California,Amador,CA-04,95640,Solar,RBS,2018,Energy Efficiency Improvement Grant (REAP),1,7987.0,Solar Electric,CA
1080,California,Amador,CA-04,95699,Solar,RBS,2005,Renewable Energy Systems (REAP),1,38124.0,Solar Electric,CA
1081,California,Calaveras,CA-04,95252,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,7250.0,Solar Electric,CA
1082,California,El Dorado,CA-04,95684,Solar,RBS,2005,Renewable Energy Systems (REAP),1,37658.0,Solar Electric,CA
1083,California,El Dorado,CA-04,95720,Solar,RBS,2013,Rural Energy for America Program (REAP),1,49999.0,Solar Large,CA
1084,California,Tuolumne,CA-04,95321,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,13701.0,Solar Electric,CA
1085,California,Napa,CA-05,94562,Hydroelectric,RBS,2019,Rural Energy for America Program (REAP),1,98750.0,Hydro Electric,CA
1086,California,Lake,CA-05,95451,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,11360.0,,CA
1087,California,Napa,CA-05,94559,Biomass,FSA,2009,BCAP Matching Payments (NOFA),1,27836.0,,CA
1088,California,Sonoma,CA-05,94951,Biomass,NIFA,2004,SBIR Grants,1,75875.0,Biofuels and Biobased Products,CA
1089,California,Sonoma,CA-05,95407,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,39196.0,,CA
1090,California,Napa,CA-05,95403,Solar,RBS,2019,Rural Energy for America Program (REAP),1,4275000.0,Solar Electric,CA
1091,California,Sonoma,CA-05,94952,Solar,RBS,2018,Rural Energy for America Program (REAP),1,1077000.0,Solar Electric,CA
1092,California,Sonoma,CA-05,95401,Solar,RBS,2010,Energy Efficiency Improvement Grant (REAP),1,15618.0,Solar Electric,CA
1093,California,Sonoma,CA-05,95401,Solar,RBS,2011,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,CA
1094,California,Sacramento,CA-06,94244,Biomass,FS,2018,Wood Innovations Grants,1,178340.0,,CA
1095,California,Sacramento,CA-06,95814,Biomass,RBS,2013,Advanced Biofuel Payment Program,1,74043.7,Biofuels,CA
1096,California,Sacramento,CA-06,95814,Biomass,RBS,2014,Advanced Biofuel Payment Program,1,90999.73,Biofuels,CA
1097,California,Sacramento,CA-06,95814,Biomass,RBS,2015,Advanced Biofuel Payment Program,1,27819.61,Biofuels,CA
1098,California,Sacramento,CA-06,95814,Biomass,RBS,2016,Advanced Biofuel Payment Program,1,13964.9,Biofuels,CA
1099,California,Sacramento,CA-06,95814,Biomass,RBS,2017,Advanced Biofuel Payment Program,1,3970.69,Biofuels,CA
1100,California,Sacramento,CA-06,95814,Biomass,RBS,2018,Advanced Biofuel Payment Program,1,1610.1,Biofuels,CA
1101,California,Sacramento,CA-06,95817,Biomass,FS,2015,Woody Biomass Utilization Grant,1,250000.0,Thermal Gasification for Combined Heat and Power in the Sacramental Municipal Utility District,CA
1102,California,Sacramento,CA-07,95628,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,67799.0,,CA
1103,California,Sacramento,CA-07,95693,Solar,RBS,2018,Rural Energy for America Program (REAP),1,138829.0,Solar Electric,CA
1104,California,Mono,CA-08,93546,Biomass,FS,2017,Wood Innovations Grants,1,250000.0,,CA
1105,California,Mono,CA-08,96107,Solar,RBS,2019,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,CA
1106,California,San Bernardino,CA-08,92356,Solar,RBS,2015,Rural Energy for America Program (REAP),1,217292.0,Solar Large,CA
1107,California,San Bernardino,CA-08,92365,Solar,RBS,2019,Rural Energy for America Program (REAP),1,81445.0,Solar Electric,CA
1108,California,San Bernardino,CA-08,92398,Solar,RBS,2019,Rural Energy for America Program (REAP),1,125419.0,Solar Electric,CA
1109,California,San Joaquin,CA-09,95205,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,51840.0,,CA
1110,California,San Joaquin,CA-09,95242,Biomass,RBS,2011,Advanced Biofuel Payment Program,1,6180.3,Biofuels,CA
1111,California,San Joaquin,CA-09,95242,Biomass,RBS,2012,Advanced Biofuel Payment Program,1,549.5,Biofuels,CA
1112,California,San Joaquin,CA-09,95242,Biomass,RBS,2013,Advanced Biofuel Payment Program,1,953.48,Biofuels,CA
1113,California,San Joaquin,CA-09,95242,Biomass,RBS,2014,Advanced Biofuel Payment Program,1,291.45,Biofuels,CA
1114,California,San Joaquin,CA-09,95242,Biomass,RBS,2015,Advanced Biofuel Payment Program,1,27.09,Biofuels,CA
1115,California,San Joaquin,CA-09,95215,Solar,RBS,2010,Energy Efficiency Improvement Grant (REAP),1,20000.0,Solar Electric,CA
1116,California,San Joaquin,CA-09,95227,Solar,RBS,2020,Energy Efficiency Improvement Grant (REAP),1,4314.0,Solar Electric,CA
1117,California,San Joaquin,CA-09,95236,Solar,RBS,2016,Energy Efficiency Improvement Grant (REAP),1,6187.0,Solar Electric,CA
1118,California,San Joaquin,CA-09,95240,Solar,RBS,2010,Energy Efficiency Improvement Grant (REAP),1,19639.0,Solar Electric,CA
1119,California,San Joaquin,CA-09,95240,Solar,RBS,2011,Energy Efficiency Improvement Grant (REAP),1,7205.0,Solar Electric,CA
1120,California,San Joaquin,CA-09,95366,Solar,RBS,2017,Energy Efficiency Improvement Grant (REAP),1,9757.0,Solar Electric,CA
1121,California,San Joaquin,CA-10,95304,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,3000.0,,CA
1122,California,San Joaquin,CA-10,95320,Biomass,FSA,2009,BCAP Matching Payments (NOFA),1,652878.0,,CA
1123,California,San Joaquin,CA-10,95320,Biomass,FSA,2010,BCAP Matching Payments (NOFA),4,1415586.0,,CA
1124,California,San Joaquin,CA-10,95320,Biomass,FSA,2018,BCAP Matching Payments,4,56400.0,Orchard Waste,CA
1125,California,San Joaquin,CA-10,95366,Biomass,FSA,2009,BCAP Matching Payments (NOFA),4,752791.0,,CA
1126,California,San Joaquin,CA-10,95366,Biomass,FSA,2010,BCAP Matching Payments (NOFA),4,776615.0,,CA
1127,California,San Joaquin,CA-10,95366,Biomass,FSA,2015,BCAP Matching Payments,1,6539.0,Orchard Waste,CA
1128,California,San Joaquin,CA-10,95366,Biomass,FSA,2016,BCAP Matching Payments,12,1140355.0,Orchard Waste,CA
1129,California,San Joaquin,CA-10,95366,Biomass,FSA,2017,BCAP Matching Payments,1,60769.0,Orchard Waste,CA
1130,California,Stanislaus,CA-10,95014,Biomass,RBS,2019,"Biorefinery, Renewable Chemical, and Biobased Product Manufacturing Assistance Program",3,125000000.0,Ethanol Prod-cellulosic,CA
1131,California,Stanislaus,CA-10,95307,Biomass,RBS,2013,Advanced Biofuel Payment Program,1,21800.18,Biofuels,CA
1132,California,Stanislaus,CA-10,95307,Biomass,RBS,2014,Advanced Biofuel Payment Program,1,29693.2,Biofuels,CA
1133,California,Stanislaus,CA-10,95307,Biomass,RBS,2016,Advanced Biofuel Payment Program,1,21866.42,Biofuels,CA
1134,California,Stanislaus,CA-10,95316,Biomass,FSA,2009,BCAP Matching Payments (NOFA),1,87750.0,,CA
1135,California,Stanislaus,CA-10,95316,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,58183.0,,CA
1136,California,Stanislaus,CA-10,95323,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,90126.0,,CA
1137,California,Stanislaus,CA-10,95326,Biomass,FSA,2009,BCAP Matching Payments (NOFA),1,31679.0,,CA
1138,California,Stanislaus,CA-10,95326,Biomass,FSA,2010,BCAP Matching Payments (NOFA),1,108000.0,,CA
